Rk,Player,Pos,Squad,Comp,90s,1/3
2001,Calderón\da4e70e5,DF,Betis,es La Liga,0.7,2
2002,Dominic Calvert-Lewin\59e6e5bf,FW,Everton,eng Premier League,14.3,2
2003,Víctor Camarasa\b2d03887,MFFW,Betis,es La Liga,1.2,2
2004,Gonzalo Castro\68829001,MFFW,Arminia,de Bundesliga,4.8,2
2005,Calum Chambers\dc6f5bdd,DF,Arsenal,eng Premier League,1.9,2
2006,Coke\6d8f8441,DF,Levante,es La Liga,1.3,2
2007,Liam Cooper\dc64b8b3,DF,Leeds United,eng Premier League,20.2,2
2008,Maxwel Cornet\beb391dd,DFMF,Lyon,fr Ligue 1,0.7,2
2009,Marc Cucurella\1daec722,FWDF,Getafe,es La Liga,0.3,2
2010,Yusuf Demir\fa265f6d,FW,Barcelona,es La Liga,2.1,2
2011,Merih Demiral\e3cceee6,DF,Atalanta,it Serie A,21.3,2
2012,Javairô Dilrosun\34a0f5ff,FW,Hertha BSC,de Bundesliga,1.5,2
2013,Issa Diop\a712ca2b,DF,West Ham,eng Premier League,10.7,2
2014,John Donald\5e95c000,DF,Elche,es La Liga,2.0,2
2015,Fodé Doucouré\1bfe34dc,DF,Reims,fr Ligue 1,1.7,2
2016,Paul Dummett\3fe6bd8c,DF,Newcastle Utd,eng Premier League,2.2,2
2017,Youssef En-Nesyri\04e17fd5,FW,Sevilla,es La Liga,14.2,2
2018,Martin Erlic\0fee6bda,DF,Spezia,it Serie A,28.6,2
2019,Maxime Estève\1a066e69,DF,Montpellier,fr Ligue 1,20.6,2
2020,Oghenekaro Etebo\b579e83d,MF,Watford,eng Premier League,4.5,2
2021,Ömer Faruk Beyaz\8307b663,FWDF,Stuttgart,de Bundesliga,0.8,2
2022,Aleix Febas\38126309,MF,Mallorca,es La Liga,1.3,2
2023,Felipe\51a3c4c8,DF,Atlético Madrid,es La Liga,16.7,2
2024,Fernando Forestieri\d60c26fc,FWMF,Udinese,it Serie A,0.6,2
2025,Francesco Forte\69e11a01,FW,Venezia,it Serie A,4.7,2
2026,Silvère Ganvoula M'Boussy\6c731625,FW,Bochum,de Bundesliga,1.7,2
2027,Hamadi Al Ghaddioui\5723931e,FW,Stuttgart,de Bundesliga,5.5,2
2028,Jimmy Giraudon\6ba71da5,DF,Troyes,fr Ligue 1,18.0,2
2029,Diego Godín\fc4f85b1,DF,Cagliari,it Serie A,9.1,2
2030,Sergi Gómez\bc6f5f06,DF,Espanyol,es La Liga,30.2,2
2031,Édgar González\49d028db,DF,Betis,es La Liga,16.3,2
2032,Giovanni González\1fc474ae,DF,Mallorca,es La Liga,4.1,2
2033,Lasse Günther\00672803,DF,Augsburg,de Bundesliga,1.8,2
2034,Alexander Hack\a5ec3ede,DF,Mainz 05,de Bundesliga,23.0,2
2035,Pierre-Yves Hamel\a99da9ec,FW,Clermont Foot,fr Ligue 1,5.8,2
2036,Mario Hernández\90162357,DFFW,Rayo Vallecano,es La Liga,4.4,2
2037,Ki-Jana Hoever\9a71e978,DF,Wolves,eng Premier League,3.4,2
2038,Rob Holding\d79a8c87,DF,Arsenal,eng Premier League,9.4,2
2039,Mato Jajalo\8c65eb5f,MF,Udinese,it Serie A,7.0,2
2040,Jofre\030ef8d6,MFDF,Espanyol,es La Liga,0.2,2
2041,Lago Junior\360d70f8,FWMF,Mallorca,es La Liga,2.0,2
2042,Jutglà\2a9f6b4d,FW,Barcelona,es La Liga,3.3,2
2043,Nikola Kalinić\d4931a5a,FW,Hellas Verona,it Serie A,4.5,2
2044,Jean-Armel Kana-Biyik\76a4233b,DF,Metz,fr Ligue 1,7.4,2
2045,Silas Katompa\de4cac2d,MFFW,Stuttgart,de Bundesliga,3.1,2
2046,Yannik Keitel\d2c580ce,MF,Freiburg,de Bundesliga,5.6,2
2047,Thibault Klidje\db013c7d,DFFW,Bordeaux,fr Ligue 1,1.0,2
2048,Lukas Klünter\92948149,DF,Hertha BSC,de Bundesliga,2.2,2
2049,Christoph Kramer\496aeede,MF,M'Gladbach,de Bundesliga,8.3,2
2050,Marash Kumbulla\a40819d9,DF,Roma,it Serie A,11.4,2
2051,Diego Lainez\bf12926c,FW,Betis,es La Liga,1.6,2
2052,Florian Lejeune\6eaed4eb,DF,Alavés,es La Liga,30.0,2
2053,Florentino Luís\881cd6be,MF,Getafe,es La Liga,11.0,2
2054,Giangiacomo Magnani\cce9f582,DF,Hellas Verona,it Serie A,5.9,2
2055,Eliaquim Mangala\f520049f,DF,Saint-Étienne,fr Ligue 1,13.1,2
2056,Pablo Marí\aa54ec6f,DF,Udinese,it Serie A,14.9,2
2057,Ander Martin\e1e75690,FWMF,Real Sociedad,es La Liga,1.0,2
2058,Amadou Mbengue\14d2670e,DFMF,Metz,fr Ligue 1,6.8,2
2059,Loren Morón\3aa4a3be,FWMF,Espanyol,es La Liga,6.3,2
2060,Lebo Mothiba\3eaf8817,FWMF,Troyes,fr Ligue 1,5.8,2
2061,Baptiste Mouazan\81ac108d,MF,Lorient,fr Ligue 1,1.1,2
2062,Ilija Nestorovski\b1236c63,FW,Udinese,it Serie A,2.1,2
2063,Sikou Niakaté\8eef18aa,DF,Metz,fr Ligue 1,7.3,2
2064,Unai Núñez\be170419,DF,Athletic Club,es La Liga,6.9,2
2065,Hans Nunoo Sarpei\9593331d,DFMF,Greuther Fürth,de Bundesliga,7.1,2
2066,Bram Nuytinck\e33f36d5,DF,Udinese,it Serie A,22.6,2
2067,Allan Nyom\97572117,DF,Getafe,es La Liga,2.7,2
2068,Cole Palmer\dc7f8a28,FWMF,Manchester City,eng Premier League,1.4,2
2069,Kevin Paredes\5c50fdbc,FWDF,Wolfsburg,de Bundesliga,0.2,2
2070,Leonardo Pavoletti\d37b0350,FW,Cagliari,it Serie A,16.9,2
2071,Pietro Pellegri\a44d3a3c,FW,Torino,it Serie A,2.4,2
2072,Jérémy Pied\a634b9d2,DFFW,Lille,fr Ligue 1,0.1,2
2073,Mateusz Praszelik\ec6773f5,FWMF,Hellas Verona,it Serie A,0.3,2
2074,Afimico Pululu\32c016f8,FW,Greuther Fürth,de Bundesliga,0.8,2
2075,Niklas Pyyhtiä\88f53b75,MF,Bologna,it Serie A,0.2,2
2076,Dani Raba\ea6a7ab4,MFFW,Villarreal,es La Liga,1.0,2
2077,Andrea Ranocchia\539230cf,DF,Inter,it Serie A,3.8,2
2078,Reinier\6b21b7b5,FWMF,Dortmund,de Bundesliga,1.8,2
2079,Panagiotis Retsos\4bd00a50,DFMF,Hellas Verona,it Serie A,0.6,2
2080,Taylor Richards\e0243d23,MFFW,Brighton,eng Premier League,0.3,2
2081,Jaïro Riedewald\7a1f2c08,MF,Crystal Palace,eng Premier League,1.3,2
2082,Cristiano Ronaldo\dea698d9,FW,Juventus,it Serie A,0.3,2
2083,Ruan\a378a02a,DF,Sassuolo,it Serie A,2.4,2
2084,Franco Russo\b75ac54b,DF,Mallorca,es La Liga,16.3,2
2085,Mamadou Sakho\87935cf3,DF,Montpellier,fr Ligue 1,28.6,2
2086,Jesús Santiago\bc49fd34,MF,Valencia,es La Liga,0.9,2
2087,Samir Santos\92b4758e,DF,Watford,eng Premier League,18.6,2
2088,Jeremy Sarmiento\ac0d576d,FWMF,Brighton,eng Premier League,0.5,2
2089,Bouna Sarr\1a4b9094,DF,Bayern Munich,de Bundesliga,0.7,2
2090,David Schnegg\1c341b14,DF,Venezia,it Serie A,1.6,2
2091,Aleksandar Sedlar\a35134ae,DFMF,Mallorca,es La Liga,4.5,2
2092,Laurens Serpe\79d60e74,DF,Genoa,it Serie A,0.5,2
2093,Kaj Sierhuis\9c2b1f11,FW,Reims,fr Ligue 1,0.9,2
2094,Kiliann Sildillia\313254a3,DF,Freiburg,de Bundesliga,1.9,2
2095,William Smallbone\5e105217,MFFW,Southampton,eng Premier League,1.5,2
2096,Alex Sola\5fa714d5,DFFW,Real Sociedad,es La Liga,0.5,2
2097,Leonardo Spinazzola\3626daea,DF,Roma,it Serie A,1.4,2
2098,Dale Stephens\653ee42d,MF,Burnley,eng Premier League,1.4,2
2099,Mamadou Sylla\e5ec95f8,FW,Alavés,es La Liga,4.4,2
2100,Mamadou Sylla\e5ec95f8,FWMF,Rayo Vallecano,es La Liga,2.8,2
2101,Niklas Tauer\27270af4,DFMF,Mainz 05,de Bundesliga,5.4,2
2102,Mathys Tel\829aa60c,FWMF,Rennes,fr Ligue 1,0.6,2
2103,Romain Thomas\275e2c51,DF,Angers,fr Ligue 1,28.5,2
2104,Thuler\db23d9fc,DF,Montpellier,fr Ligue 1,9.5,2
2105,David Timor\174651c8,MF,Getafe,es La Liga,3.8,2
2106,Raúl Torrente\4d753a3f,DF,Granada,es La Liga,14.2,2
2107,William Troost-Ekong\7ed4921e,DF,Watford,eng Premier League,15.4,2
2108,Maximilian Ullmann\caaf2ed1,DF,Venezia,it Serie A,2.7,2
2109,Germán Valera\84f55b4a,FWMF,Real Sociedad,es La Liga,0.6,2
2110,Cristian Volpato\72f87f25,MFFW,Roma,it Serie A,0.4,2
2111,Sebastian Walukiewicz\217875a4,DF,Cagliari,it Serie A,3.4,2
2112,Simon Zoller\29f7cfd9,FW,Bochum,de Bundesliga,6.6,2
2113,Charles Abi\469d3d84,FW,Saint-Étienne,fr Ligue 1,0.5,1
2114,Mohamed Achi\1e93fc5d,MF,Nantes,fr Ligue 1,0.1,1
2115,Sargis Adamyan\22919e97,FWMF,Hoffenheim,de Bundesliga,3.7,1
2116,Martin Adeline\7587446d,MFFW,Reims,fr Ligue 1,3.9,1
2117,Michel Aebischer\f9c927de,MF,Bologna,it Serie A,4.9,1
2118,Josué Albert\3d738df0,DF,Clermont Foot,fr Ligue 1,0.2,1
2119,Ibrahim Amadou\9260926b,DFMF,Metz,fr Ligue 1,9.0,1
2120,Emmanuel Amankwaa Akurugu\69c5633e,DF,Getafe,es La Liga,0.9,1
2121,Wisdom Amey\35b4bc62,DF,Bologna,it Serie A,0.8,1
2122,Jesús Areso\94e01ec6,DF,Osasuna,es La Liga,2.1,1
2123,Matias Arezo\484ebdb0,FW,Granada,es La Liga,1.8,1
2124,Youssouph Badji\6a2b9aee,FW,Brest,fr Ligue 1,1.5,1
2125,Miguel Baeza\a98f3cbf,DF,Celta Vigo,es La Liga,0.0,1
2126,Dilane Bakwa\2b5a35e5,FWDF,Bordeaux,fr Ligue 1,0.5,1
2127,Gareth Bale\a58bb1e1,FW,Real Madrid,es La Liga,3.1,1
2128,Mattia Bani\0821331c,DF,Genoa,it Serie A,13.5,1
2129,Lewis Bate\cd4256d3,MF,Leeds United,eng Premier League,1.6,1
2130,Maximilian Bauer\44a20f0c,DF,Greuther Fürth,de Bundesliga,18.8,1
2131,Julian Baumgartlinger\69374ff5,MF,Leverkusen,de Bundesliga,1.0,1
2132,Jon Bautista\debc6b55,FWMF,Real Sociedad,es La Liga,0.5,1
2133,Jan Bednarek\4115ce4e,DF,Southampton,eng Premier League,29.2,1
2134,Darío Benedetto\bef0a7ac,FWMF,Marseille,fr Ligue 1,0.6,1
2135,László Bénes\fe888e39,MF,M'Gladbach,de Bundesliga,2.7,1
2136,Keanan Bennetts\f4c7c708,FWDF,M'Gladbach,de Bundesliga,0.6,1
2137,Nicolò Bertola\04b40c58,MFDF,Spezia,it Serie A,0.4,1
2138,Mads Bidstrup\407db0d5,MF,Brentford,eng Premier League,0.5,1
2139,Luis Binks\36e88fbc,DF,Bologna,it Serie A,7.2,1
2140,Marco Bizot\3d214e5f,GK,Brest,fr Ligue 1,38.0,1
2141,Blanco\506daeac,MF,Real Madrid,es La Liga,0.3,1
2142,Luka Bogdan\cb678320,DF,Salernitana,it Serie A,4.4,1
2143,Charles Boli\bbdd999a,MF,Lens,fr Ligue 1,0.4,1
2144,Leonardo Bonucci\52ec54d0,DF,Juventus,it Serie A,22.3,1
2145,Sebastiaan Bornauw\01834aa0,DF,Wolfsburg,de Bundesliga,22.3,1
2146,Redwan Bourles\5c7895a0,MFFW,Lorient,fr Ligue 1,0.2,1
2147,Edoardo Bove\ae94a6c5,MFFW,Roma,it Serie A,0.8,1
2148,Aleksander Buksa\59f2d958,FW,Genoa,it Serie A,0.7,1
2149,Felipe Caicedo\93b891d1,FW,Genoa,it Serie A,3.2,1
2150,Felipe Caicedo\93b891d1,FW,Inter,it Serie A,0.3,1
2151,Riccardo Calafiori\aded8e6f,DF,Genoa,it Serie A,0.9,1
2152,Leonardo Capezzi\07ea0ef2,MF,Salernitana,it Serie A,1.9,1
2153,Carlo\8249ff06,MF,Villarreal,es La Liga,0.1,1
2154,Diego Carlos\b4a014b1,DF,Sevilla,es La Liga,32.9,1
2155,Julian Chabot\ae7058f9,DF,Sampdoria,it Serie A,5.4,1
2156,Kayky Chagas\17734ea0,FW,Manchester City,eng Premier League,0.1,1
2157,Mehdi Chahiri\1787195f,MF,Strasbourg,fr Ligue 1,0.2,1
2158,Moustapha Cissé\ee3c4b3f,FW,Atalanta,it Serie A,0.4,1
2159,Conor Coady\2928dca2,DF,Wolves,eng Premier League,37.3,1
2160,Lucas Copado\8356931a,FW,Bayern Munich,de Bundesliga,0.2,1
2161,Diego Coppola\22ae86f9,DF,Hellas Verona,it Serie A,2.8,1
2162,Cristo\ad81ba78,DF,Real Sociedad,es La Liga,0.2,1
2163,Enzo Crivelli\06f33dc8,FWMF,Saint-Étienne,fr Ligue 1,1.1,1
2164,Matheus Cunha\dc62b55d,FW,Hertha BSC,de Bundesliga,0.7,1
2165,Márton Dárdai\41bff4fa,DF,Hertha BSC,de Bundesliga,8.4,1
2166,Fabian Delph\111c3236,MF,Everton,eng Premier League,7.4,1
2167,Fabio Depaoli\d97f2e8d,MFDF,Sampdoria,it Serie A,1.2,1
2168,Samuel Di Carmine\ef94dc2f,FW,Hellas Verona,it Serie A,0.4,1
2169,Francesco Di Mariano\35a2557c,FW,Venezia,it Serie A,0.7,1
2170,Yadaly Diaby\5630a6e0,FWMF,Clermont Foot,fr Ligue 1,0.7,1
2171,Mouhamadou Diarra\6d0fe035,MF,Strasbourg,fr Ligue 1,1.2,1
2172,Amadou Diawara\bf309d24,MF,Roma,it Serie A,1.9,1
2173,Elhadji Dieye\6a04bb7c,MFFW,Saint-Étienne,fr Ligue 1,0.4,1
2174,Sinaly Diomande\6de23ab0,DF,Lyon,fr Ligue 1,6.4,1
2175,Assane Dioussé\7f622eef,MF,Saint-Étienne,fr Ligue 1,0.3,1
2176,Radu Drăgușin\620922ed,DF,Salernitana,it Serie A,5.4,1
2177,Lilian Egloff\2f7fec15,FWMF,Stuttgart,de Bundesliga,0.3,1
2178,Emerson\df8b52a5,DF,Barcelona,es La Liga,1.0,1
2179,Keita Endo\1a83027b,MFFW,Union Berlin,de Bundesliga,0.6,1
2180,Paolo Faragò\9085dd7c,MF,Cagliari,it Serie A,0.2,1
2181,José Fontán\1827a42d,DF,Celta Vigo,es La Liga,3.1,1
2182,Tariqe Fosu\3dcef539,DF,Brentford,eng Premier League,0.2,1
2183,Dimitri Foulquier\45e17712,DF,Granada,es La Liga,2.0,1
2184,Gianluca Frabotta\d80b1835,DFFW,Hellas Verona,it Serie A,0.2,1
2185,Ryan Fredericks\c067631c,DF,West Ham,eng Premier League,3.4,1
2186,Marvin Friedrich\b77f44a4,DF,M'Gladbach,de Bundesliga,6.7,1
2187,Matteo Gabbia\c235e803,DF,Milan,it Serie A,6.0,1
2188,Mijat Gaćinović\16daec92,FWDF,Hoffenheim,de Bundesliga,1.2,1
2189,Nicolas Galazzi\a796492f,DF,Venezia,it Serie A,0.2,1
2190,Ismaël Gharbi\5b3cfa12,FW,Paris S-G,fr Ligue 1,0.0,1
2191,Anwar El Ghazi\ffa90327,FW,Everton,eng Premier League,0.1,1
2192,Morgan Gibbs-White\32f60ed8,FWMF,Wolves,eng Premier League,0.1,1
2193,Vagner Gonçalves\743fd71f,MFFW,Metz,fr Ligue 1,1.0,1
2194,Álvaro González\42dcf26d,DF,Marseille,fr Ligue 1,5.0,1
2195,Peter González\1ccd3dae,MFDF,Real Madrid,es La Liga,0.3,1
2196,Gori\f3451c66,MF,Espanyol,es La Liga,0.1,1
2197,Robin Gosens\2d970560,DF,Inter,it Serie A,1.9,1
2198,Adrian Grbić\4a987ffa,FWMF,Lorient,fr Ligue 1,5.8,1
2199,Sam Greenwood\f3354c07,MFFW,Leeds United,eng Premier League,2.6,1
2200,John Guidetti\99bebd12,FWMF,Alavés,es La Liga,3.1,1
2201,Manuel Gulde\25ab9c9c,DF,Freiburg,de Bundesliga,13.6,1
2202,Jon Guridi\4c0a6a48,MF,Real Sociedad,es La Liga,2.3,1
2203,Hwang Hee-chan\169fd162,FW,RB Leipzig,de Bundesliga,0.5,1
2204,Aridane Hernández\132ac341,DF,Osasuna,es La Liga,12.9,1
2205,Luis Hernández\02d2c436,DF,Cádiz,es La Liga,15.2,1
2206,Cédric Hountondji\00891164,DF,Clermont Foot,fr Ligue 1,22.6,1
2207,Asier Illarramendi\5ce0b5ba,MF,Real Sociedad,es La Liga,4.2,1
2208,Stefan Ilsanker\8494acc4,DFMF,Eint Frankfurt,de Bundesliga,3.0,1
2209,Burak İnce\683dec01,FW,Arminia,de Bundesliga,1.5,1
2210,Bonke Innocent\546bb36e,MF,Lorient,fr Ligue 1,9.7,1
2211,Tim Iroegbunam\84c5ceea,MF,Aston Villa,eng Premier League,1.0,1
2212,Abdel Jalil Medioub\4937a9f7,DF,Bordeaux,fr Ligue 1,6.9,1
2213,Tony Jantschke\34b54da7,DF,M'Gladbach,de Bundesliga,2.5,1
2214,Corentin Jean\7d9b37bf,FWDF,Lens,fr Ligue 1,2.8,1
2215,Jemerson\7cab69b5,DF,Metz,fr Ligue 1,13.4,1
2216,Phil Jones\def899bd,DF,Manchester Utd,eng Premier League,1.8,1
2217,Kaio Jorge\0cf465f2,MFFW,Juventus,it Serie A,1.3,1
2218,Josema\ed3f5f4c,DF,Elche,es La Liga,2.0,1
2219,José Juan Macías\1f1c8a15,FWMF,Getafe,es La Liga,2.2,1
2220,Anton Kade\6d7598d5,MFDF,Hertha BSC,de Bundesliga,0.9,1
2221,Arnaud Kalimuendo\bf4c41f9,FW,Paris S-G,fr Ligue 1,0.1,1
2222,Kenedy\5eebbfdf,DF,Chelsea,eng Premier League,0.6,1
2223,Simon Kjær\8b8a56ce,DF,Milan,it Serie A,8.9,1
2224,Ansgar Knauff\19a967ab,FWMF,Dortmund,de Bundesliga,1.3,1
2225,Aleksandar Kolarov\eda40760,DF,Inter,it Serie A,0.5,1
2226,Laurent Koscielny\f5efb153,DF,Bordeaux,fr Ligue 1,10.4,1
2227,Christos Kourfalidis\5c522c88,MFDF,Cagliari,it Serie A,0.2,1
2228,Grejohn Kyei\397ba086,FW,Clermont Foot,fr Ligue 1,4.4,1
2229,Andrea La Mantia\c375dfa5,FW,Empoli,it Serie A,5.4,1
2230,Lenny Lacroix\5413ef36,DF,Metz,fr Ligue 1,2.2,1
2231,Sam Lammers\c283ddef,FW,Eint Frankfurt,de Bundesliga,5.7,1
2232,Sam Lammers\c283ddef,FW,Atalanta,it Serie A,0.4,1
2233,Latasa\2bea832e,FW,Real Madrid,es La Liga,0.1,1
2234,Théo Le Bris\afe39ca8,MF,Lorient,fr Ligue 1,0.7,1
2235,Jeremías Ledesma\6c4776b1,GK,Cádiz,es La Liga,38.0,1
2236,Ruben Lendinez\755da865,DF,Valencia,es La Liga,1.5,1
2237,Ben Lhassine Kone\7452c7a8,MF,Torino,it Serie A,0.9,1
2238,Yanis Lhery\cc972842,FWMF,Saint-Étienne,fr Ligue 1,0.8,1
2239,Javier Llabrés\38b0cf42,FWMF,Mallorca,es La Liga,1.5,1
2240,Matteo Lovato\5fa57166,DFMF,Atalanta,it Serie A,3.4,1
2241,Levi Lumeka\199ff86e,DFFW,Troyes,fr Ligue 1,0.7,1
2242,Ainsley Maitland-Niles\e3a5814e,MF,Arsenal,eng Premier League,3.0,1
2243,Kévin Malcuit\d6a889ea,DF,Napoli,it Serie A,3.2,1
2244,Kostas Manolas\c707411f,DF,Napoli,it Serie A,3.5,1
2245,Nikola Maraš\b9d0446f,DF,Rayo Vallecano,es La Liga,11.6,1
2246,Marcelo\e3d0b0c4,DF,Bordeaux,fr Ligue 1,10.0,1
2247,Pablo Marí\aa54ec6f,DF,Arsenal,eng Premier League,2.0,1
2248,Andrés Martín\2ae30661,FWMF,Rayo Vallecano,es La Liga,2.1,1
2249,Erhan Mašović\a396fb61,DF,Bochum,de Bundesliga,17.2,1
2250,Ben Mee\8df7a2fb,DF,Burnley,eng Premier League,20.4,1
2251,Hannibal Mejbri\ca22ccb0,FW,Manchester Utd,eng Premier League,0.8,1
2252,Jorge Meré\9f979eb2,DF,Köln,de Bundesliga,5.4,1
2253,Yıldırım Mert Çetin\c730da00,DF,Hellas Verona,it Serie A,0.5,1
2254,Mexer\ce492295,DF,Bordeaux,fr Ligue 1,13.6,1
2255,Matt Miazga\9fc0f253,DF,Alavés,es La Liga,9.3,1
2256,Sven Michel\1e274a0a,FW,Union Berlin,de Bundesliga,3.8,1
2257,Enzo Millot\f76022e7,MF,Stuttgart,de Bundesliga,0.6,1
2258,Clinton Mola\29ddfb9c,DF,Stuttgart,de Bundesliga,1.3,1
2259,Jon Morcillo\b7d7f3bf,MF,Athletic Club,es La Liga,0.6,1
2260,Lys Mousset\d9cfca3d,FWMF,Salernitana,it Serie A,1.8,1
2261,Jeison Murillo\b233e8e4,DF,Celta Vigo,es La Liga,12.4,1
2262,Vedat Muriqi\0cadc46d,FW,Lazio,it Serie A,2.4,1
2263,Shkodran Mustafi\3f2d59fe,DF,Levante,es La Liga,7.3,1
2264,Eric N'Jo\b85e57bb,DF,Troyes,fr Ligue 1,1.1,1
2265,Hugo Novoa\5458f670,MFFW,RB Leipzig,de Bundesliga,1.5,1
2266,Gerzino Nyamsi\6043997c,DF,Strasbourg,fr Ligue 1,33.2,1
2267,Adam Obert\aa25ce92,DF,Cagliari,it Serie A,3.0,1
2268,Angelo Ogbonna\74b2cd7e,DF,West Ham,eng Premier League,10.2,1
2269,Stefano Okaka\601ef102,FW,Udinese,it Serie A,0.2,1
2270,Christian Oliva\d3b888e3,MF,Cagliari,it Serie A,0.5,1
2271,Javier Ontiveros\a83d8b0c,MFFW,Osasuna,es La Liga,0.4,1
2272,Divock Origi\43a166b4,FW,Liverpool,eng Premier League,1.5,1
2273,Milutin Osmajić\375ed9d7,FWMF,Cádiz,es La Liga,2.9,1
2274,Tomáš Ostrák\3ba95f20,FWMF,Köln,de Bundesliga,0.3,1
2275,Jon Pacheco\44150beb,DF,Real Sociedad,es La Liga,4.2,1
2276,Erik Palmer-Brown\e5c1e0ca,DF,Troyes,fr Ligue 1,19.3,1
2277,Matondo-Merveille Papela\b4b08774,MF,Mainz 05,de Bundesliga,0.9,1
2278,Raúl Parra\647d39d2,DF,Cádiz,es La Liga,1.0,1
2279,Patric\f7223718,DF,Lazio,it Serie A,18.3,1
2280,Pietro Pellegri\a44d3a3c,FW,Milan,it Serie A,1.5,1
2281,Roberto Piccoli\1cadaf34,FW,Genoa,it Serie A,2.4,1
2282,Ivan Provedel\277da414,GK,Spezia,it Serie A,30.7,1
2283,Jesuran Rak Sakyi\45685411,FWMF,Crystal Palace,eng Premier League,0.9,1
2284,Jonás Ramalho\be3a0121,DF,Osasuna,es La Liga,2.7,1
2285,Aaron Ramsey\ef619b0b,MF,Juventus,it Serie A,1.1,1
2286,Iván Romero\2fbe6af0,FW,Sevilla,es La Liga,2.0,1
2287,Salomón Rondón\b318a643,FW,Everton,eng Premier League,8.8,1
2288,Tom Rothe\90c1f9a4,DF,Dortmund,de Bundesliga,1.0,1
2289,Isma Ruiz\6e36226f,MF,Granada,es La Liga,3.1,1
2290,Alessandro Russo\7152082d,MF,Salernitana,it Serie A,0.3,1
2291,Marcel Sabitzer\e280527c,MFFW,RB Leipzig,de Bundesliga,0.5,1
2292,Rafiki Said Ahamada\c2e5f306,MFFW,Brest,fr Ligue 1,1.4,1
2293,Fede San Emeterio\efecd633,MF,Cádiz,es La Liga,9.2,1
2294,Mohamed Sankoh\be625686,FW,Stuttgart,de Bundesliga,0.0,1
2295,Baptiste Santamaria\5e22e2a4,MF,Freiburg,de Bundesliga,0.2,1
2296,Pablo Sarabia\9744ff80,FW,Paris S-G,fr Ligue 1,0.2,1
2297,Esteban Saveljich\79f2a5f5,DF,Rayo Vallecano,es La Liga,18.9,1
2298,Javier Serrano\0a8fd9cb,MF,Atlético Madrid,es La Liga,0.8,1
2299,Zidan Sertdemir\eec1f7f4,MFFW,Leverkusen,de Bundesliga,0.2,1
2300,Nils Seufert\0da32a38,MF,Greuther Fürth,de Bundesliga,1.1,1
2301,Aimar Sher\ef301f96,MF,Spezia,it Serie A,0.5,1
2302,Tobias Strobl\17780d2b,MFDF,Augsburg,de Bundesliga,3.6,1
2303,Kevin Strootman\ef2e5e1a,MF,Cagliari,it Serie A,7.1,1
2304,Abdoulaye Sylla\2aeb43f1,DF,Nantes,fr Ligue 1,1.7,1
2305,Waniss Taibi\95192fe4,MFDF,Angers,fr Ligue 1,1.5,1
2306,Oussama Targhalline\abd56820,FW,Marseille,fr Ligue 1,0.1,1
2307,Marc Tenas\1c5d79e2,FWMF,Alavés,es La Liga,0.6,1
2308,Cheikh Tidiane Sabaly\9ddf7fae,FWMF,Metz,fr Ligue 1,1.7,1
2309,Steffen Tigges\6b8887c2,FWMF,Dortmund,de Bundesliga,1.2,1
2310,Malik Tillman\a5420709,FWMF,Bayern Munich,de Bundesliga,1.2,1
2311,Jordan Torunarigha\f86cabbd,DF,Hertha BSC,de Bundesliga,5.4,1
2312,Simone Trimboli\f5f21026,MF,Sampdoria,it Serie A,0.7,1
2313,Ike Ugbo\8a53d24b,FW,Troyes,fr Ligue 1,9.0,1
2314,Manu Vallejo\0bc4e720,FWMF,Valencia,es La Liga,1.1,1
2315,Gabriel Veiga\35a6e5c7,MF,Celta Vigo,es La Liga,1.2,1
2316,Simone Verdi\0375723e,FWMF,Torino,it Serie A,0.5,1
2317,Dídac Vilà\bad38a94,DFMF,Espanyol,es La Liga,2.3,1
2318,Matěj Vydra\0d4ceb32,FW,Burnley,eng Premier League,7.5,1
2319,Magnus Warming\55e098cd,FWDF,Torino,it Serie A,0.6,1
2320,Daniel Wass\d83bbc54,DF,Atlético Madrid,es La Liga,0.5,1
2321,Luca Wollschläger\24b8e7bd,FW,Hertha BSC,de Bundesliga,0.2,1
2322,Gerard Yepes\ee9040b4,MFDF,Sampdoria,it Serie A,0.2,1
2323,Okay Yokuşlu\e49ce451,DFMF,Getafe,es La Liga,5.2,1
2324,Simone Zaza\9592289a,FWMF,Torino,it Serie A,1.4,1
2325,Christoph Zimmermann\2d5f03bf,DF,Norwich City,eng Premier League,1.7,1
2326,Igor Zubeldia\5c7845f6,DF,Real Sociedad,es La Liga,18.3,1
2327,Matthis Abline\0e46fa2f,FW,Rennes,fr Ligue 1,1.1,0
2328,Luis Abram\1f462f95,DF,Granada,es La Liga,6.2,0
2329,Julen Agirrezabala\a2c1a8d3,GK,Athletic Club,es La Liga,4.0,0
2330,Álvaro Aguirre\93b054dc,FW,Rayo Vallecano,es La Liga,0.1,0
2331,Naouirou Ahamada\a6c58494,MF,Stuttgart,de Bundesliga,0.7,0
2332,Marley Aké\414e1f69,MFFW,Juventus,it Serie A,0.9,0
2333,Doğan Alemdar\9e17ccff,GK,Rennes,fr Ligue 1,12.0,0
2334,Mircea Alexandru Tirlea\683a1d81,DF,Alavés,es La Liga,0.2,0
2335,Alisson\7a2e46a8,GK,Liverpool,eng Premier League,36.0,0
2336,Hugo Álvarez\6f392eb8,FW,Celta Vigo,es La Liga,0.1,0
2337,Florin Andone\dc008610,FW,Cádiz,es La Liga,2.0,0
